Food_Item_ID,foodcode,modcode,foodname,portionwgt,Portion_Factor,portiondesc,_203 Protein (g),_204 Total Fat (g),_205 Carbohydrate (g),"_269 Sugars, total (g)","_291 Fiber, total dietary (g)","_606 Fatty acids, total saturated (g)",_301 Calcium (mg),_307 Sodium (mg)
494,21501200,000000,"Ground beef, 80% - 84% lean, cooked (ground chuck)",87.00,0.87,medium patty (3-1/2 per pound of raw meat),20.74,13.75,0.00,0.00,0.00,5.22,22.62,352.35
494,21501200,000000,"Ground beef, 80% - 84% lean, cooked (ground chuck)",77.00,0.77,quarter pound patty (4 per pound of raw meat),18.36,12.17,0.00,0.00,0.00,4.62,20.02,311.85
495,21501300,000000,"Ground beef, 85% - 89% lean, cooked (ground sirloin, ground round)  ",28.00,0.28,medium meatball,6.84,3.89,0.00,0.00,0.00,1.48,5.60,112.28
495,21501300,000000,"Ground beef, 85% - 89% lean, cooked (ground sirloin, ground round)  ",87.00,0.87,medium patty (3-1/2 per pound of raw meat),21.25,12.09,0.00,0.00,0.00,4.60,17.40,348.87
495,21501300,000000,"Ground beef, 85% - 89% lean, cooked (ground sirloin, ground round)  ",77.00,0.77,quarter pound patty (4 per pound of raw meat),18.80,10.70,0.00,0.00,0.00,4.07,15.40,308.77
496,21501350,000000,"Ground beef, 90% - 94% lean, cooked",28.00,0.28,medium meatball,7.00,2.97,0.00,0.00,0.00,1.17,4.20,111.16
496,21501350,000000,"Ground beef, 90% - 94% lean, cooked",92.00,0.92,medium patty (3-1/2 per pound of raw meat),23.00,9.74,0.00,0.00,0.00,3.85,13.80,365.24
496,21501350,000000,"Ground beef, 90% - 94% lean, cooked",82.00,0.82,quarter pound patty (4 per pound of raw meat),20.50,8.68,0.00,0.00,0.00,3.43,12.30,325.54
497,21501360,000000,"Ground beef, 95% or more lean, cooked",28.00,0.28,medium meatball,7.16,1.65,0.00,0.00,0.00,0.75,2.52,110.04
497,21501360,000000,"Ground beef, 95% or more lean, cooked",92.00,0.92,medium patty (3-1/2 per pound of raw meat),23.53,5.42,0.00,0.00,0.00,2.46,8.28,361.56
497,21501360,000000,"Ground beef, 95% or more lean, cooked",82.00,0.82,quarter pound patty (4 per pound of raw meat),20.98,4.83,0.00,0.00,0.00,2.19,7.38,322.26
498,21540100,000000,"Ground beef, with textured vegetable protein (TVP), cooked",84.00,0.84,medium patty,19.82,12.11,2.39,0.18,0.84,4.49,38.64,362.88
498,21540100,000000,"Ground beef, with textured vegetable protein (TVP), cooked",77.00,0.77,quarter pound patty (4 per pound of raw meat),18.16,11.10,2.19,0.16,0.77,4.11,35.42,332.64
499,21601000,000000,"Beef, bacon, cooked",6.50,0.07,"slice, cooked",2.03,2.24,0.09,0.00,0.00,0.93,0.59,146.45
500,21602000,000000,"Beef, dried, chipped, uncooked",28.35,0.28,"ounce(s), uncooked",8.83,0.55,0.78,0.77,0.00,0.27,2.27,792.36
501,21602010,000000,"Beef, dried, chipped, cooked in fat",128.00,1.28,"cup, diced",35.76,15.23,3.17,3.11,0.00,6.19,8.96,3208.96
502,21602100,000000,"Beef jerky (Slim Jim, Big Jerk)",6.70,0.07,Big Jerk,2.22,1.72,0.74,0.60,0.12,0.73,1.34,139.43
502,21602100,000000,"Beef jerky (Slim Jim, Big Jerk)",9.80,0.10,Super Jerk,3.25,2.51,1.08,0.88,0.18,1.06,1.96,203.94
502,21602100,000000,"Beef jerky (Slim Jim, Big Jerk)",18.00,0.18,Giant Jerk,5.98,4.61,1.98,1.62,0.32,1.95,3.60,374.58
502,21602100,000000,"Beef jerky (Slim Jim, Big Jerk)",9.59,0.10,Slim Jim,3.19,2.46,1.06,0.86,0.17,1.04,1.92,199.78
503,21603000,000000,"Beef, pastrami, smoked, spiced",110.00,1.10,"cup, sliced",23.98,6.40,0.40,0.11,0.00,2.95,11.00,1185.80
503,21603000,000000,"Beef, pastrami, smoked, spiced",28.00,0.28,slice (1 oz),6.10,1.63,0.10,0.03,0.00,0.75,2.80,301.84
504,22002000,000000,"Pork, ground or patty, cooked",100.00,1.00,patty,25.48,20.60,0.00,0.00,0.00,7.66,22.00,395.00
505,22002100,000000,"Pork, ground or patty, breaded, cooked",100.00,1.00,patty,20.30,22.72,10.54,1.25,0.60,6.59,50.00,388.00
506,22101110,000000,"Pork, chop, broiled, baked, or grilled, lean and fat eaten",90.00,0.90,medium chop (3 per pound),25.60,7.29,0.00,0.00,0.00,2.57,6.30,454.50
507,22101120,000000,"Pork, chop, broiled, baked, or grilled, lean only eaten",84.00,0.84,medium chop (3 per pound),24.70,3.49,0.00,0.00,0.00,1.24,4.20,426.72
508,22101140,000000,"Pork, chop, broiled or baked, breaded or floured, lean and fat eaten",98.00,0.98,medium chop (3 per pound),27.01,7.87,8.23,0.69,0.59,2.71,27.44,610.54
509,22101150,000000,"Pork, chop, broiled or baked, breaded or floured, lean only eaten",91.00,0.91,medium chop (3 per pound),25.88,4.05,7.64,0.64,0.55,1.37,24.57,568.75
510,22101210,000000,"Pork, chop, fried, lean and fat eaten",81.00,0.81,medium chop (3 per pound),23.04,6.56,0.00,0.00,0.00,2.32,5.67,409.05
511,22101220,000000,"Pork, chop, fried, lean only eaten",68.00,0.68,medium chop (3 per pound),20.00,2.83,0.00,0.00,0.00,1.00,3.40,345.44
512,22101310,000000,"Pork, chop, fried, breaded or floured, lean and fat eaten",96.00,0.96,medium chop (3 per pound),23.55,13.06,15.56,1.37,0.96,3.23,49.92,516.48
513,22101320,000000,"Pork, chop, fried, breaded or floured, lean only eaten",80.00,0.80,medium chop (3 per pound),20.18,8.64,12.97,1.14,0.80,1.90,40.80,432.80
514,22101410,000000,"Pork, chop, fried, battered, lean and fat eaten",96.00,0.96,medium chop (3 per pound),22.23,12.67,12.27,1.46,0.38,3.76,35.52,396.48
515,22101420,000000,"Pork, chop, fried, battered, lean only eaten",80.00,0.80,medium chop (3 per pound),19.10,8.22,10.22,1.22,0.32,2.31,28.80,332.00
516,22101510,000000,"Pork, chop, stewed, lean and fat eaten",91.00,0.91,medium chop (3 per pound),25.88,7.37,0.00,0.00,0.00,2.60,6.37,435.89
517,22101520,000000,"Pork, chop, stewed, lean only eaten",83.00,0.83,medium chop (3 per pound),24.41,3.45,0.00,0.00,0.00,1.22,4.98,399.23
518,22107010,000000,"Pork, chop, smoked or cured, cooked, lean and fat eaten",84.00,0.84,medium chop (3 per pound),17.16,17.93,0.00,0.00,0.00,6.44,8.40,900.48
519,22107020,000000,"Pork, chop, smoked or cured, cooked, lean only eaten",67.00,0.67,medium chop (3 per pound),16.71,4.72,0.00,0.00,0.00,1.58,7.37,824.77
520,22201110,000000,"Pork, cutlet or steak, broiled, baked, or grilled, lean and fat eaten",159.00,1.59,medium steak/cutlet,36.51,25.22,0.10,0.00,0.00,8.87,25.44,780.69
521,22201120,000000,"Pork, cutlet or steak, broiled, baked, or grilled, lean only eaten",140.00,1.40,medium steak/cutlet,34.45,10.39,0.10,0.00,0.00,3.63,19.60,697.15
522,22201210,000000,"Pork, cutlet or steak, fried, lean and fat eaten",155.00,1.55,medium steak/cutlet,35.59,24.58,0.09,0.00,0.00,8.65,24.80,761.05
523,22201220,000000,"Pork, cutlet or steak, fried, lean only eaten",137.00,1.37,medium steak/cutlet,33.72,10.17,0.10,0.00,0.00,3.56,19.18,682.26
524,22201410,000000,"Pork, cutlet or steak, fried, breaded or floured, lean and fat eaten",193.00,1.93,medium steak/cutlet,39.83,36.90,31.38,2.76,1.93,10.24,111.93,1018.99
525,22201420,000000,"Pork, cutlet or steak, fried, breaded or floured, lean only eaten",169.00,1.69,medium steak/cutlet,36.86,22.16,27.48,2.42,1.69,5.38,96.33,900.77
529,22300130,000000,"Ham, smoked or cured, fried, lean and fat eaten",42.00,0.42,medium slice,8.05,4.79,0.50,0.46,0.00,1.17,2.94,474.18
530,22300140,000000,"Ham, smoked or cured, fried, lean only eaten",42.00,0.42,medium slice,8.63,4.10,0.40,0.42,0.00,0.94,2.94,512.82
531,22301110,000000,"Ham, fresh, cooked, lean and fat eaten",42.00,0.42,medium slice,11.18,7.33,0.00,0.00,0.00,2.69,5.88,160.44
532,22301120,000000,"Ham, fresh, cooked, lean only eaten",42.00,0.42,medium slice,12.25,3.93,0.00,0.00,0.00,1.37,2.94,162.12
533,22311010,000000,"Ham, smoked or cured, cooked, lean and fat eaten",42.00,0.42,medium slice,8.44,2.81,0.48,0.44,0.00,0.96,3.36,566.16
534,22311020,000000,"Ham, smoked or cured, cooked, lean only eaten",42.00,0.42,medium slice,9.09,2.08,0.42,0.44,0.00,0.70,2.94,540.12
535,22311210,000000,"Ham, smoked or cured, low sodium, cooked, lean and fat eaten",42.00,0.42,medium slice,9.37,3.49,0.13,0.00,0.00,1.17,3.36,406.98
536,22311220,000000,"Ham, smoked or cured, low sodium, cooked, lean only eaten",42.00,0.42,medium slice,8.78,2.31,0.63,0.00,0.00,0.76,3.36,406.98
537,22311450,000000,Prosciutto,9.19,0.09,slice,2.56,0.77,0.03,0.00,0.00,0.26,0.92,247.94
538,22311510,000000,"Ham, smoked or cured, canned, lean and fat eaten",42.00,0.42,medium slice,7.33,2.59,0.39,0.42,0.00,0.84,2.94,517.02
539,22311520,000000,"Ham, smoked or cured, canned, lean only eaten",42.00,0.42,medium slice,7.48,1.81,0.39,0.42,0.00,0.59,2.94,513.66
540,22401010,000000,"Pork roast, loin, cooked, lean and fat eaten",42.00,0.42,medium slice,11.28,6.10,0.00,0.00,0.00,2.24,7.98,160.02
541,22401020,000000,"Pork roast, loin, cooked, lean only eaten",42.00,0.42,medium slice,11.92,4.01,0.00,0.00,0.00,1.46,7.56,159.60
542,22402510,000000,"Fried pork chunks, Puerto Rican style (Carne de cerdo frita, masitas fritas)",38.00,0.38,"piece (2-1/2"" x 2"" x 1"")",13.43,4.31,0.33,0.01,0.04,1.52,5.70,185.82
543,22411010,000000,"Pork roast, shoulder, cooked, lean and fat eaten",28.00,0.28,medium slice,6.47,5.94,0.00,0.00,0.00,2.18,6.72,109.20
544,22411020,000000,"Pork roast, shoulder, cooked, lean only eaten",28.00,0.28,medium slice,7.03,3.76,0.00,0.00,0.00,1.33,5.04,111.16
545,22421010,000000,"Pork roast, smoked or cured, cooked, lean and fat eaten",42.00,0.42,medium slice,9.23,3.22,0.21,0.00,0.00,1.10,3.36,581.70
546,22421020,000000,"Pork roast, smoked or cured, cooked, lean only eaten",42.00,0.42,medium slice,10.52,2.31,0.00,0.00,0.00,0.77,2.94,557.34
547,22431000,000000,"Pork roll, cured, fried",28.35,0.28,slice (1 oz),3.46,9.09,0.58,0.00,0.00,3.16,1.70,357.27
548,22501010,000000,"Canadian bacon, cooked",23.00,0.23,slice (.8 oz),5.58,1.94,0.31,0.00,0.00,0.65,2.30,355.58
549,22601000,000000,"Pork bacon, smoked or cured, cooked",8.00,0.08,medium slice,2.71,2.81,0.14,0.00,0.00,0.96,0.88,134.72
550,22601040,000000,"Side pork (uncured bacon), cooked",8.00,0.08,medium slice,2.71,2.81,0.14,0.00,0.00,0.96,0.88,134.72
551,22602010,000000,"Bacon, pork, lower sodium, cooked",8.00,0.08,medium slice,2.96,3.34,0.11,0.00,0.00,1.10,0.88,82.40
552,22605010,000000,"Pork bacon, formed breakfast strips (Sizzlean), cooked",11.00,0.11,strip,3.18,4.04,0.12,0.00,0.00,1.40,1.54,230.89
553,22621000,000000,"Salt pork, cooked",15.00,0.15,1 inch piece,0.82,12.15,0.00,0.00,0.00,4.41,0.75,306.30
553,22621000,000000,"Salt pork, cooked",26.00,0.26,"slice (2-1/4"" x 1-3/4"" x 1/4"")",1.43,21.05,0.00,0.00,0.00,7.64,1.30,530.92
553,22621000,000000,"Salt pork, cooked",47.00,0.47,"slice (4"" x 1-3/4"" x 1/2"")",2.58,38.06,0.00,0.00,0.00,13.81,2.35,959.74
554,22621100,000000,"Fat back, cooked",15.00,0.15,1 inch piece,0.55,13.25,0.00,0.00,0.00,4.72,0.30,1.50
554,22621100,000000,"Fat back, cooked",26.00,0.26,"slice (2-1/4"" x 1-3/4"" x 1/4"")",0.95,22.97,0.00,0.00,0.00,8.18,0.52,2.60
554,22621100,000000,"Fat back, cooked",47.00,0.47,"slice (4"" x 1-3/4"" x 1/2"")",1.72,41.53,0.00,0.00,0.00,14.78,0.94,4.70
555,22701010,000000,"Pork, spareribs, cooked, lean and fat eaten",35.00,0.35,medium rib,10.09,10.52,0.00,0.00,0.00,3.86,16.45,145.25
556,22701020,000000,"Pork, spareribs, cooked, lean only eaten",26.00,0.26,medium rib,7.49,2.40,0.00,0.00,0.00,0.66,13.26,102.44
557,22701040,000000,"Pork, spareribs, barbecued, with sauce, lean and fat eaten",40.00,0.40,medium rib,8.58,8.92,5.10,4.16,0.12,3.25,18.00,155.60
558,22701050,000000,"Pork, spareribs, barbecued, with sauce, lean only eaten",30.00,0.30,medium rib,5.89,2.95,3.82,3.12,0.09,1.10,8.70,109.50
559,22704010,000000,"Pork, cracklings, cooked",91.00,0.91,cup,30.87,31.93,1.55,0.00,0.00,10.89,10.01,1532.44
560,22705010,000000,"Pork, pig's ears, tail, head, snout, miscellaneous parts, cooked",111.00,1.11,ear,29.02,15.28,0.00,0.00,0.00,5.39,22.20,420.69
560,22705010,000000,"Pork, pig's ears, tail, head, snout, miscellaneous parts, cooked",85.00,0.85,pig tail,22.22,11.70,0.00,0.00,0.00,4.12,17.00,322.15
561,22706010,000000,"Pork, neck bones, cooked",140.00,1.40,"cup cooked, no bone",36.19,11.14,0.00,0.00,0.00,3.65,19.60,932.33
561,22706010,000000,"Pork, neck bones, cooked",47.00,0.47,neckbone,12.15,3.74,0.00,0.00,0.00,1.22,6.58,313.02
562,22707010,000000,"Pork, pig's feet, cooked",87.00,0.87,foot,18.93,13.85,0.00,0.00,0.00,3.75,0.00,343.65
563,22707020,000000,"Pork, pig's feet, pickled",87.00,0.87,foot,10.12,8.72,0.01,0.00,0.00,2.56,27.84,823.02
564,22708010,000000,"Pork, pig's hocks, cooked",51.00,0.51,ham hock,12.58,7.25,0.00,0.00,0.00,2.46,8.16,213.18
565,22709010,000000,"Pork, skin, deep-fried (pork rinds)",32.00,0.32,cup,19.62,10.02,0.00,0.00,0.00,3.64,9.60,581.76
565,22709010,000000,"Pork, skin, deep-fried (pork rinds)",5.00,0.05,portion (5 rinds),3.06,1.57,0.00,0.00,0.00,0.57,1.50,90.90
566,23104010,000000,"Lamb, loin chop, cooked, lean and fat eaten",89.00,0.89,medium chop (about 3-1/4 per pound),22.21,20.37,0.00,0.00,0.00,8.68,17.80,355.11
567,23104020,000000,"Lamb, loin chop, cooked, lean only eaten",62.00,0.62,medium chop (about 3-1/4 per pound),18.44,5.98,0.00,0.00,0.00,2.14,11.78,251.72
568,23107010,000000,"Lamb, shoulder chop, cooked, lean and fat eaten",127.00,1.27,medium chop ( 2-1/4 per pound),28.35,25.15,0.00,0.00,0.00,10.63,25.40,492.76
569,23107020,000000,"Lamb, shoulder chop, cooked, lean only eaten",91.00,0.91,medium chop ( 2-1/4 per pound),22.50,9.72,0.00,0.00,0.00,3.68,17.29,354.90
570,23108010,000000,"Lamb, shoulder, cooked, lean and fat eaten",28.00,0.28,"medium slice (3"" across x 1/4"" thick)",6.28,5.57,0.00,0.00,0.00,2.35,5.60,63.84
571,23108020,000000,"Lamb, shoulder, cooked, lean only eaten",28.00,0.28,"medium slice (3"" across x 1/4"" thick)",6.96,3.00,0.00,0.00,0.00,1.14,5.32,64.40
572,23110000,000000,"Lamb, ribs, cooked, lean only eaten (rack of lamb)",25.00,0.25,rib,6.88,3.21,0.00,0.00,0.00,1.15,4.00,101.75
573,23110050,000000,"Lamb, ribs, cooked, lean and fat eaten (rack of lamb)",46.00,0.46,rib,10.10,13.50,0.00,0.00,0.00,5.79,8.74,183.08
574,23111010,000000,"Lamb hocks (shanks), cooked",19.00,0.19,"ounce(s) with bone, cooked",5.34,2.54,0.00,0.00,0.00,1.06,3.80,74.86
575,23120110,000000,"Lamb, roast, cooked, lean and fat eaten (leg of lamb)",28.00,0.28,"medium slice (3"" across x 1/4"" thick)",6.67,5.06,0.00,0.00,0.00,2.13,4.48,108.64
576,23120120,000000,"Lamb, roast, cooked, lean only eaten (leg of lamb)",28.00,0.28,"medium slice (3"" across x 1/4"" thick)",7.39,2.57,0.00,0.00,0.00,0.95,3.92,109.20
577,23132000,000000,"Lamb, ground or patty, cooked",77.00,0.77,patty (4 per pound),18.90,15.01,0.00,0.00,0.00,6.20,16.94,310.31
580,23150250,000000,"Goat, baked",134.00,1.34,"cup, cooked, diced",36.01,4.02,0.00,0.00,0.00,1.24,22.78,546.72
581,23150270,000000,"Goat, head, cooked",134.00,1.34,"cup, cooked, diced",29.24,7.32,0.64,0.00,0.00,1.88,18.76,556.10
582,23150300,000000,"Goat, ribs, cooked",46.00,0.46,rib,12.36,1.38,0.00,0.00,0.00,0.42,7.82,187.68
583,23203020,000000,"Veal, chop, fried, lean and fat eaten",107.00,1.07,medium (2-1/2 per pound),29.20,9.82,10.60,0.61,0.32,3.27,41.73,485.78
583,23203020,000000,"Veal, chop, fried, lean and fat eaten",127.00,1.27,"medium, breaded (2-1/2 per pound)",34.66,11.66,12.59,0.72,0.38,3.89,49.53,576.58
584,23203030,000000,"Veal, chop, fried, lean only eaten",85.00,0.85,medium (2-1/2 per pound),24.15,5.33,8.36,0.48,0.17,1.36,33.15,386.75
584,23203030,000000,"Veal, chop, fried, lean only eaten",101.00,1.01,"medium, breaded (2-1/2 per pound)",28.69,6.33,9.94,0.58,0.20,1.62,39.39,459.55
585,23203110,000000,"Veal, chop, broiled, lean and fat eaten",107.00,1.07,medium (2-1/2 per pound),26.31,13.08,0.00,0.00,0.00,5.58,20.33,444.05
586,23203120,000000,"Veal, chop, broiled, lean only eaten",85.00,0.85,medium (2-1/2 per pound),22.19,5.85,0.00,0.00,0.00,2.18,17.85,355.30
587,23204210,000000,"Veal, cutlet, (veal steak), broiled, lean and fat eaten",85.00,0.85,cutlet or steak,23.35,3.92,0.00,0.00,0.00,1.55,5.10,331.50
588,23204220,000000,"Veal, cutlet, (veal steak), broiled, lean only eaten",77.00,0.77,cutlet or steak,25.33,3.53,0.00,0.00,0.00,0.98,5.39,307.23
589,23205020,000000,"Veal, cutlet, (veal steak), fried, lean and fat eaten",85.00,0.85,cutlet or steak,23.20,7.80,8.42,0.48,0.26,2.60,33.15,385.90
590,23205030,000000,"Veal cutlet, (veal steak), fried, lean only eaten",77.00,0.77,cutlet or steak,25.33,3.53,0.00,0.00,0.00,0.98,5.39,307.23
591,23210020,000000,"Veal, roasted, lean and fat eaten",42.00,0.42,"medium slice (4-1/2"" x 2-1/2"" x 1/4"")",12.54,4.75,0.00,0.00,0.00,1.78,9.24,171.78
592,23210030,000000,"Veal, roasted, lean only eaten",42.00,0.42,"medium slice (4-1/2"" x 2-1/2"" x 1/4"")",10.96,2.89,0.00,0.00,0.00,1.07,8.82,175.56
593,23220010,000000,"Veal, ground or patty, cooked",67.00,0.67,medium patty (4 per pound),16.20,5.03,0.00,0.00,0.00,2.02,11.39,271.35
594,23220020,000000,"Mock chicken legs, cooked",28.35,0.28,ounce(s) cooked,5.82,3.87,1.48,0.01,0.06,1.22,5.96,162.45
595,23220030,000000,"Veal patty, breaded, cooked",79.00,0.79,medium patty (4 per pound),16.44,12.64,6.68,0.58,0.40,4.42,31.60,329.43
596,23311100,000000,"Rabbit, domestic, cooked",45.00,0.45,"thigh, cooked",13.61,3.77,0.00,0.00,0.00,1.13,9.00,89.55
598,23311200,000000,"Rabbit, wild, cooked",339.00,3.39,cottontail rabbit,111.46,11.87,0.00,0.00,0.00,3.55,61.02,701.73
598,23311200,000000,"Rabbit, wild, cooked",38.00,0.38,leg,12.49,1.33,0.00,0.00,0.00,0.40,6.84,78.66
598,23311200,000000,"Rabbit, wild, cooked",509.00,5.09,snowshoe rabbit,167.36,17.81,0.00,0.00,0.00,5.32,91.62,1053.61
600,23321100,000000,"Venison, (deer), roasted",140.00,1.40,"cup, cooked, diced",50.51,5.50,0.00,0.00,0.00,3.12,8.40,375.17
601,23321250,000000,"Venison, (deer), steak, breaded or floured, cooked",101.00,1.01,deer steak,25.13,7.76,12.50,1.10,0.81,2.00,40.40,225.23
601,23321250,000000,"Venison, (deer), steak, breaded or floured, cooked",151.00,1.51,elk steak,37.57,11.60,18.69,1.65,1.21,3.00,60.40,336.73
602,23321900,000000,"Venison, (deer), jerky",14.00,0.14,"strip (4"" long)",4.51,3.13,2.07,2.07,0.00,1.34,2.38,414.26
603,23322100,000000,Deer bologna,12.00,0.12,"slice (2"" across x 1/4"" thick)",1.31,3.14,0.51,0.25,0.00,1.26,2.52,121.56
604,23322300,000000,"Venison, (deer), chop, cooked",89.00,0.89,chop,24.97,7.37,0.00,0.00,0.00,2.47,5.34,399.61
605,23322350,000000,"Venison, (deer), ribs, cooked",23.00,0.23,"ounce(s) with bone, cooked",8.30,0.90,0.00,0.00,0.00,0.51,1.38,61.64
619,24122110,000000,"Chicken, breast, baked, skin eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.14,1.08,0.00,0.00,0.00,0.30,1.96,55.02
619,24122110,000000,"Chicken, breast, baked, skin eaten",130.00,0.98,medium breast,28.96,7.57,0.00,0.00,0.00,2.13,13.72,385.14
620,24122120,000000,"Chicken, breast, baked, skin not eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.22,0.53,0.00,0.00,0.00,0.11,0.98,69.02
620,24122120,000000,"Chicken, breast, baked, skin not eaten",120.00,0.86,medium breast,25.90,3.24,0.00,0.00,0.00,0.66,6.02,423.98
621,24123110,000000,"Chicken, breast, stewed, skin eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",3.80,1.03,0.00,0.00,0.00,0.29,1.82,53.76
621,24123110,000000,"Chicken, breast, stewed, skin eaten",150.00,1.10,medium breast,29.88,8.10,0.00,0.00,0.00,2.27,14.30,422.40
622,24123120,000000,"Chicken, breast, stewed, skin not eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",3.94,0.49,0.00,0.00,0.00,0.10,0.70,63.00
622,24123120,000000,"Chicken, breast, stewed, skin not eaten",140.00,0.95,medium breast,26.75,3.34,0.00,0.00,0.00,0.68,4.75,427.50
623,24124110,000000,"Chicken, breast, fried in shortening, skin eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.43,1.27,0.00,0.00,0.00,0.35,2.24,72.38
623,24124110,000000,"Chicken, breast, fried in shortening, skin eaten",130.00,0.98,medium breast,30.99,8.90,0.00,0.00,0.00,2.43,15.68,506.66
624,24124110,205388,"Chicken, breast, fried in oil, skin eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.43,1.27,0.00,0.00,0.00,0.32,2.24,72.38
624,24124110,205388,"Chicken, breast, fried in oil, skin eaten",130.00,0.98,medium breast,30.99,8.90,0.00,0.00,0.00,2.25,15.68,506.66
625,24124120,000000,"Chicken, breast, fried in shortening, skin not eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.41,0.95,0.00,0.00,0.00,0.21,0.98,72.10
625,24124120,000000,"Chicken, breast, fried in shortening, skin not eaten",120.00,0.86,medium breast,27.09,5.87,0.00,0.00,0.00,1.31,6.02,442.90
626,24124120,205398,"Chicken, breast, fried in margarine, skin not eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.41,0.79,0.00,0.00,0.00,0.15,1.12,75.04
626,24124120,205398,"Chicken, breast, fried in margarine, skin not eaten",120.00,0.86,medium breast,27.10,4.86,0.00,0.00,0.00,0.94,6.88,460.96
627,24124120,205407,"Chicken, breast, fried in oil, skin not eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.41,0.96,0.00,0.00,0.00,0.17,0.98,72.10
627,24124120,205407,"Chicken, breast, fried in oil, skin not eaten",120.00,0.86,medium breast,27.09,5.87,0.00,0.00,0.00,1.02,6.02,442.90
628,24124120,205472,"Chicken, breast, fried in butter, skin not eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.41,0.88,0.00,0.00,0.00,0.32,1.12,74.76
628,24124120,205472,"Chicken, breast, fried in butter, skin not eaten",120.00,0.86,medium breast,27.11,5.40,0.00,0.00,0.00,1.97,6.88,459.24
629,24127110,000000,"Chicken, breast, fried in shortening, breaded, skin/breading eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",3.41,1.85,1.32,0.03,0.04,0.48,2.66,69.72
629,24127110,000000,"Chicken, breast, fried in shortening, breaded, skin/breading eaten",175.00,1.40,medium breast,34.13,18.48,13.23,0.29,0.42,4.79,26.60,697.15
630,24127110,205433,"Chicken, breast, fried in oil, breaded, skin/breading eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",3.41,1.85,1.32,0.03,0.04,0.35,2.66,69.72
630,24127110,205433,"Chicken, breast, fried in oil, breaded, skin/breading eaten",175.00,1.40,medium breast,34.13,18.48,13.23,0.29,0.42,3.45,26.60,697.15
631,24127110,205695,"Chicken, breast, baked, breaded, skin/breading eaten ",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",3.61,0.80,1.40,0.03,0.04,0.22,2.80,73.64
631,24127110,205695,"Chicken, breast, baked, breaded, skin/breading eaten ",175.00,1.40,medium breast,36.06,8.02,13.97,0.31,0.42,2.21,28.00,736.35
632,24127120,000000,"Chicken, breast, fried in shortening, breaded, skin/breading not eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.41,0.95,0.00,0.00,0.00,0.21,0.98,72.10
632,24127120,000000,"Chicken, breast, fried in shortening, breaded, skin/breading not eaten",120.00,0.88,medium breast,27.72,6.00,0.00,0.00,0.00,1.34,6.16,453.20
633,24127120,205996,"Chicken, breast, fried in oil, breaded, skin/breading not eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.41,0.96,0.00,0.00,0.00,0.17,0.98,72.10
633,24127120,205996,"Chicken, breast, fried in oil, breaded, skin/breading not eaten",120.00,0.88,medium breast,27.72,6.01,0.00,0.00,0.00,1.04,6.16,453.20
634,24127120,207006,"Chicken, breast, baked, breaded, skin/breading not eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.50,0.56,0.00,0.00,0.00,0.11,0.98,73.64
634,24127120,207006,"Chicken, breast, baked, breaded, skin/breading not eaten",120.00,0.88,medium breast,28.27,3.54,0.00,0.00,0.00,0.72,6.16,462.88
635,24127150,000000,"Chicken, breast, boneless, skinless, fried in shortening, breaded, breading eaten ",165.00,1.08,medium breast,25.55,12.25,10.43,0.19,0.32,2.93,12.96,513.00
636,24127150,205340,"Chicken, breast, boneless, skinless, baked, breaded, breading eaten ",165.00,1.08,medium breast,27.13,3.49,11.07,0.22,0.43,0.73,14.04,544.32
637,24127150,205374,"Chicken, breast, boneless, skinless, fried in oil, breaded, breading eaten",165.00,1.08,medium breast,25.55,12.26,10.43,0.19,0.32,1.86,12.96,511.92
638,24127150,205762,"Chicken, breast, boneless, skinless, fried in margarine, breaded, breading eaten",165.00,1.08,medium breast,25.60,8.61,10.44,0.19,0.32,1.60,15.12,576.72
639,24127150,206199,"Chicken, breast, boneless, skinless, fried in butter, breaded, breading eaten",165.00,1.08,medium breast,25.63,10.56,10.43,0.21,0.32,5.29,15.12,570.24
640,24127160,000000,"Chicken, breast, boneless, skinless, fried in shortening, breaded, breading not eaten",14.00,0.14,"medium slice (2"" x 1-1/2"" x 1/4"")",4.41,0.95,0.00,0.00,0.00,0.21,0.98,72.10
