Food_Item_ID,foodcode,modcode,foodname,portionwgt,Portion_Factor,portiondesc,_203 Protein (g),_204 Total Fat (g),_205 Carbohydrate (g),"_269 Sugars, total (g)","_291 Fiber, total dietary (g)","_606 Fatty acids, total saturated (g)",_301 Calcium (mg),_307 Sodium (mg)
4954,92121020,000000,"Mocha mix, dry instant powder, prepared with water",238.00,2.38,mug (8 fl oz),0.76,2.28,10.71,8.42,0.24,0.71,45.22,54.74
4955,92121030,000000,"Mocha mix, dry instant powder, with low calorie sweetener, prepared with water",238.00,2.38,mug (8 fl oz),0.67,2.36,3.52,2.62,0.48,1.98,11.90,47.60
4956,92121040,000000,"Coffee, instant, regular, with low calorie sweetener and creamer",238.00,2.38,mug (8 fl oz),1.43,5.00,7.52,5.59,0.71,4.20,16.66,88.06
4957,92130000,000000,"Coffee, regular, with cream and sugar (from vending)",296.00,2.96,can (10 fl oz),0.62,2.37,16.16,14.21,0.00,2.16,14.80,20.72
4957,92130000,000000,"Coffee, regular, with cream and sugar (from vending)",237.00,2.37,mug (8 fl oz),0.50,1.90,12.94,11.38,0.00,1.73,11.85,16.59
4958,92130010,000000,"Coffee, regular, with cream (from vending)",237.00,2.37,mug (8 fl oz),0.52,1.97,4.62,3.03,0.00,1.80,11.85,16.59
4959,92130020,000000,"Coffee, regular, with sugar (from vending)",237.00,2.37,mug (8 fl oz),0.26,0.00,10.24,8.65,0.00,0.00,9.48,9.48
4960,92161000,000000,"Cappuccino, regular, with whole milk ",240.00,2.40,mug (8 fl oz),3.98,3.98,6.19,6.14,0.24,2.27,143.99,55.20
4961,92161000,101315,"Cappuccino, regular, with 2% milk ",240.00,2.40,mug (8 fl oz),4.18,2.42,6.19,6.17,0.24,1.53,153.59,60.00
4962,92161000,202295,"Cappuccino, regular, with skim milk ",240.00,2.40,mug (8 fl oz),4.27,0.12,6.38,6.22,0.24,0.07,155.99,52.80
4963,92161000,205450,"Cappuccino, regular, with 1% milk",240.00,2.40,mug (8 fl oz),4.25,1.20,6.41,6.34,0.24,0.77,158.39,55.20
4964,92201010,000000,"Postum, prepared with water",240.00,2.40,mug (8 fl oz),0.24,0.10,3.12,0.19,0.96,0.02,9.60,12.00
4965,92202010,000000,Chicory coffee  ,237.00,2.37,mug (8 fl oz),0.28,0.00,1.71,0.00,0.00,0.00,9.48,9.48
4966,92205000,000000,"Rice beverage (Rice Dream, rice drink)",252.00,2.52,mug (8 fl oz),0.71,2.44,23.11,13.31,0.76,0.00,297.36,98.28
4967,92302000,000000,"Tea, unsweetened",237.00,2.37,mug (8 fl oz),0.00,0.00,0.71,0.00,0.00,0.00,0.00,7.11
4968,92302200,000000,"Tea, sweetened with sugar",237.00,2.37,mug (8 fl oz),0.00,0.00,19.81,19.13,0.00,0.00,0.00,7.11
4969,92302300,000000,"Tea, sweetened with low calorie sweetener",237.00,2.37,mug (8 fl oz),0.02,0.00,1.59,0.81,0.00,0.00,0.00,7.11
4970,92304000,000000,"Tea, from frozen concentrate, unsweetened",237.00,2.37,mug (8 fl oz),0.00,0.00,0.71,0.00,0.00,0.00,0.00,7.11
4971,92305010,000000,"Tea, from instant powder, unsweetened",237.00,2.37,mug (8 fl oz),0.05,0.00,0.55,0.02,0.00,0.00,7.11,9.48
4972,92305040,000000,"Tea, from instant powder, sweetened with sugar",237.00,2.37,mug (8 fl oz),0.02,0.12,17.32,16.76,0.24,0.02,7.11,9.48
4973,92305090,000000,"Tea, from instant powder, sweetened with low calorie sweetener",237.00,2.37,mug (8 fl oz),0.05,0.00,1.04,0.02,0.00,0.00,7.11,14.22
4974,92306000,000000,"Tea, herbal",237.00,2.37,mug (8 fl oz),0.00,0.00,0.47,0.00,0.00,0.00,4.74,2.37
4975,92306020,000000,"Tea, herbal, sweetened with sugar",237.00,2.37,mug (8 fl oz),0.00,0.00,12.32,11.85,0.00,0.00,4.74,2.37
4976,92306030,000000,"Tea, herbal, sweetened with low calorie sweetener",237.00,2.37,mug (8 fl oz),0.02,0.00,1.35,0.81,0.00,0.00,4.74,2.37
4977,92410110,000000,"Carbonated water, sweetened (Penafiel, Clearly Canadian, Mistic Sparkling Water)",366.00,3.66,can (12 fl oz),0.00,0.00,32.21,32.21,0.00,0.00,3.66,43.92
4977,92410110,000000,"Carbonated water, sweetened (Penafiel, Clearly Canadian, Mistic Sparkling Water)",515.00,5.15,bottle (16.9 fl oz or 500 ml),0.00,0.00,45.32,45.32,0.00,0.00,5.15,61.80
4978,92410210,000000,"Carbonated water, unsweetened (Club soda)",355.00,3.55,can (12 fl oz),0.00,0.00,0.00,0.00,0.00,0.00,17.75,74.55
4978,92410210,000000,"Carbonated water, unsweetened (Club soda)",500.00,5.00,bottle (16.9 fl oz or 500 ml),0.00,0.00,0.00,0.00,0.00,0.00,25.00,105.00
4979,92410250,000000,"Carbonated water, sweetened, with low-calorie or no-calorie sweetener (Diet Mistic Sparkling Water)",355.00,3.55,can (12 fl oz),0.35,0.00,0.00,0.00,0.00,0.00,14.20,21.30
4979,92410250,000000,"Carbonated water, sweetened, with low-calorie or no-calorie sweetener (Diet Mistic Sparkling Water)",507.00,5.07,bottle (16.9 fl oz or 500 ml),0.51,0.00,0.00,0.00,0.00,0.00,20.28,30.42
4980,92410310,000000,"Soft drink, cola (Pepsi, Coke)",368.00,3.68,can (12 fl oz),0.26,0.07,35.18,33.01,0.00,0.00,7.36,14.72
4980,92410310,000000,"Soft drink, cola (Pepsi, Coke)",519.00,5.19,bottle (16.9 fl oz or 500 ml),0.36,0.10,49.62,46.55,0.00,0.00,10.38,20.76
4981,92410315,000000,"Soft drink, cola, reduced sugar (C2)",355.00,3.55,can (12 fl oz),0.00,0.00,18.32,18.32,0.00,0.00,7.10,14.20
4982,92410320,000000,"Soft drink, cola, diet (Diet Pepsi, Diet Coke)",355.00,3.55,can (12 fl oz),0.39,0.11,1.03,0.00,0.00,0.00,10.65,28.40
4982,92410320,000000,"Soft drink, cola, diet (Diet Pepsi, Diet Coke)",500.00,5.00,bottle (16.9 fl oz or 500 ml),0.55,0.15,1.45,0.00,0.00,0.00,15.00,40.00
4983,92410330,000000,"Soft drink, cola, with extra caffeine (Jolt Cola)",368.00,3.68,can (12 fl oz),0.00,0.00,38.93,39.56,0.00,0.00,7.36,14.72
4984,92410340,000000,"Soft drink, cola, decaffeinated (Caffeine Free Pepsi, Caffeine Free Coke)",368.00,3.68,can (12 fl oz),0.00,0.00,38.93,38.93,0.00,0.00,7.36,14.72
4984,92410340,000000,"Soft drink, cola, decaffeinated (Caffeine Free Pepsi, Caffeine Free Coke)",519.00,5.19,bottle (16.9 fl oz or 500 ml),0.00,0.00,54.91,54.91,0.00,0.00,10.38,20.76
4985,92410350,000000,"Soft drink, cola, decaffeinated, diet (Caffeine Free Diet Pepsi, Caffeine Free Diet Coke)",355.00,3.55,can (12 fl oz),0.43,0.00,0.53,0.00,0.00,0.00,10.65,14.20
4985,92410350,000000,"Soft drink, cola, decaffeinated, diet (Caffeine Free Diet Pepsi, Caffeine Free Diet Coke)",500.00,5.00,bottle (16.9 fl oz or 500 ml),0.60,0.00,0.75,0.00,0.00,0.00,15.00,20.00
4986,92410360,000000,"Soft drink, pepper type, (Dr. Pepper, Mr. Pibb)",368.00,3.68,can (12 fl oz),0.26,0.07,35.18,33.01,0.00,0.00,7.36,14.72
4986,92410360,000000,"Soft drink, pepper type, (Dr. Pepper, Mr. Pibb)",519.00,5.19,bottle (16.9 fl oz or 500 ml),0.36,0.10,49.62,46.55,0.00,0.00,10.38,20.76
4987,92410370,000000,"Soft drink, pepper type, diet (Diet Dr. Pepper)",355.00,3.55,can (12 fl oz),0.39,0.11,1.03,0.00,0.00,0.00,10.65,28.40
4987,92410370,000000,"Soft drink, pepper type, diet (Diet Dr. Pepper)",500.00,5.00,bottle (16.9 fl oz or 500 ml),0.55,0.15,1.45,0.00,0.00,0.00,15.00,40.00
4988,92410390,000000,"Soft drink, pepper type, decaffeinated, (Caffeine Free Dr. Pepper)",368.00,3.68,can (12 fl oz),0.00,0.00,38.93,38.93,0.00,0.00,7.36,14.72
4988,92410390,000000,"Soft drink, pepper type, decaffeinated, (Caffeine Free Dr. Pepper)",519.00,5.19,bottle (16.9 fl oz or 500 ml),0.00,0.00,54.91,54.91,0.00,0.00,10.38,20.76
4989,92410400,000000,"Soft drink, pepper type, diet, decaffeinated, (Caffeine Free Diet Dr. Pepper)",355.00,3.55,can (12 fl oz),0.43,0.00,0.53,0.00,0.00,0.00,10.65,14.20
4989,92410400,000000,"Soft drink, pepper type, diet, decaffeinated, (Caffeine Free Diet Dr. Pepper)",500.00,5.00,bottle (16.9 fl oz or 500 ml),0.60,0.00,0.75,0.00,0.00,0.00,15.00,20.00
4990,92410410,000000,"Soft drink, cream soda",371.00,3.71,can (12 fl oz),0.00,0.00,49.34,49.34,0.00,0.00,18.55,44.52
4990,92410410,000000,"Soft drink, cream soda",522.00,5.22,bottle (16.9 fl oz or 500 ml),0.00,0.00,69.42,69.42,0.00,0.00,26.10,62.64
4991,92410420,000000,"Soft drink, cream soda, diet",355.00,3.55,can (12 fl oz),0.35,0.00,0.00,0.00,0.00,0.00,14.20,21.30
4991,92410420,000000,"Soft drink, cream soda, diet",507.00,5.07,bottle (16.9 fl oz or 500 ml),0.51,0.00,0.00,0.00,0.00,0.00,20.28,30.42
4992,92410510,000000,"Soft drink, fruit-flavored, caffeine free (Sprite, Sierra Mist, 7-Up) ",370.00,3.70,can (12 fl oz),0.19,0.07,37.52,33.23,0.00,0.00,7.40,33.30
4992,92410510,000000,"Soft drink, fruit-flavored, caffeine free (Sprite, Sierra Mist, 7-Up) ",522.00,5.22,bottle (16.9 fl oz or 500 ml),0.26,0.10,52.93,46.87,0.00,0.00,10.44,46.98
4993,92410520,000000,"Soft drink, fruit-flavored, diet, caffeine free (Sprite, Sierra Mist, 7-Up)",355.00,3.55,can (12 fl oz),0.35,0.00,0.00,0.00,0.00,0.00,14.20,21.30
4993,92410520,000000,"Soft drink, fruit-flavored, diet, caffeine free (Sprite, Sierra Mist, 7-Up)",592.00,5.92,bottle (20 fl oz),0.59,0.00,0.00,0.00,0.00,0.00,23.68,35.52
4993,92410520,000000,"Soft drink, fruit-flavored, diet, caffeine free (Sprite, Sierra Mist, 7-Up)",500.00,5.00,bottle (16.9 fl oz or 500 ml),0.50,0.00,0.00,0.00,0.00,0.00,20.00,30.00
4994,92410550,000000,"Soft drink, fruit flavored, caffeine containing (Mountain Dew, Mellow Yellow)",370.00,3.70,can (12 fl oz),0.26,0.07,35.37,33.19,0.00,0.00,7.40,14.80
4994,92410550,000000,"Soft drink, fruit flavored, caffeine containing (Mountain Dew, Mellow Yellow)",524.00,5.24,bottle (16.9 fl oz or 500 ml),0.37,0.10,50.09,47.00,0.00,0.00,10.48,20.96
4995,92410560,000000,"Soft drink, fruit flavored, caffeine containing, diet (Diet Mountain Dew, Diet Mellow Yellow)",355.00,3.55,can (12 fl oz),0.35,0.00,0.00,0.00,0.00,0.00,14.20,21.30
4995,92410560,000000,"Soft drink, fruit flavored, caffeine containing, diet (Diet Mountain Dew, Diet Mellow Yellow)",592.00,5.92,bottle (20 fl oz),0.59,0.00,0.00,0.00,0.00,0.00,23.68,35.52
4995,92410560,000000,"Soft drink, fruit flavored, caffeine containing, diet (Diet Mountain Dew, Diet Mellow Yellow)",500.00,5.00,bottle (16.9 fl oz or 500 ml),0.50,0.00,0.00,0.00,0.00,0.00,20.00,30.00
4996,92410610,000000,"Soft drink, ginger ale",366.00,3.66,can (12 fl oz),0.00,0.00,32.10,31.84,0.00,0.00,10.98,25.62
4996,92410610,000000,"Soft drink, ginger ale",515.00,5.15,bottle (16.9 fl oz or 500 ml),0.00,0.00,45.16,44.80,0.00,0.00,15.45,36.05
4997,92410620,000000,"Soft drink, ginger ale, diet",355.00,3.55,can (12 fl oz),0.35,0.00,0.00,0.00,0.00,0.00,14.20,21.30
4997,92410620,000000,"Soft drink, ginger ale, diet",500.00,5.00,bottle (16.9 fl oz or 500 ml),0.50,0.00,0.00,0.00,0.00,0.00,20.00,30.00
4998,92410710,000000,"Soft drink, root beer",370.00,3.70,can (12 fl oz),0.00,0.00,39.22,39.22,0.00,0.00,18.50,48.10
4998,92410710,000000,"Soft drink, root beer",520.00,5.20,bottle (16.9 fl oz or 500 ml),0.00,0.00,55.12,55.12,0.00,0.00,26.00,67.60
4999,92410720,000000,"Soft drink, root beer, diet",355.00,3.55,can (12 fl oz),0.35,0.00,0.00,0.00,0.00,0.00,14.20,21.30
4999,92410720,000000,"Soft drink, root beer, diet",500.00,5.00,bottle (16.9 fl oz or 500 ml),0.50,0.00,0.00,0.00,0.00,0.00,20.00,30.00
5000,92411510,000000,"Soft drink, cola, fruit or vanilla flavor (Cherry Coke, Vanilla Coke, Pepsi Wild Cherry)",368.00,3.69,can (12 fl oz),0.26,0.07,35.28,33.10,0.00,0.00,7.38,14.76
5000,92411510,000000,"Soft drink, cola, fruit or vanilla flavor (Cherry Coke, Vanilla Coke, Pepsi Wild Cherry)",519.00,5.24,bottle (16.9 fl oz or 500 ml),0.37,0.10,50.09,47.00,0.00,0.00,10.48,20.96
5001,92411610,000000,"Soft drink, cola, fruit or vanilla flavor, diet (Diet Cherry Coke, Diet Vanilla Coke, Diet Pepsi Wild Cherry)",355.00,3.55,can (12 fl oz),0.39,0.11,1.03,0.00,0.00,0.00,10.65,28.40
5001,92411610,000000,"Soft drink, cola, fruit or vanilla flavor, diet (Diet Cherry Coke, Diet Vanilla Coke, Diet Pepsi Wild Cherry)",500.00,5.07,bottle (16.9 fl oz or 500 ml),0.56,0.15,1.47,0.00,0.00,0.00,15.21,40.56
5002,92433000,000000,Carbonated  juice drink (Mistic Spring Water),372.00,3.72,can or bottle (12 fl oz),0.60,0.33,33.93,31.02,0.37,0.06,29.76,33.48
5003,92510610,000000,Lemonade,248.00,2.48,cup,0.10,0.05,28.42,25.82,0.00,0.01,19.84,22.32
5003,92510610,000000,Lemonade,209.00,2.09,Kool-Aid Bursts bottle (6.75 fl oz),0.08,0.04,23.95,21.76,0.00,0.01,16.72,18.81
5003,92510610,000000,Lemonade,209.00,2.09,juice box or pouch (6.75 fl oz),0.08,0.04,23.95,21.76,0.00,0.01,16.72,18.81
5004,92510650,000000,"Tamarind drink, Puerto Rican ",250.00,2.50,cup,1.60,0.35,69.30,66.33,3.00,0.16,47.50,22.50
5005,92510720,000000,"Fruit punch, made with fruit juice and soda",245.00,2.45,cup,0.44,0.15,26.51,22.88,0.25,0.01,19.60,9.80
5006,92510730,000000,"Fruit punch, made with soda, fruit juice, and sherbet or ice cream",256.00,2.56,cup,1.28,1.18,38.04,31.21,1.02,0.62,46.08,30.72
5007,92511010,000000,"Fruit flavored drink (Snapple, Country Time Lemonade, Kool-Aid Bursts, Little Hugs)",248.00,2.48,cup,0.00,0.00,39.75,39.31,0.00,0.00,7.44,89.28
5007,92511010,000000,"Fruit flavored drink (Snapple, Country Time Lemonade, Kool-Aid Bursts, Little Hugs)",496.00,4.96,Snapple bottle (16 fl oz),0.00,0.00,79.51,78.62,0.00,0.00,14.88,178.56
5008,92512050,000000,"Daiquiri mix, from frozen concentrate, reconstituted",232.00,2.32,cup (8 fl oz),0.05,0.00,37.98,25.70,0.00,0.00,6.96,6.96
5011,92530410,000000,"Fruit flavored drink, high vitamin C (Fruit Punch, Tropicana Twister Lemonade, Minute Maid Orange Drink)",250.00,2.50,cup,0.00,0.00,16.67,12.50,0.00,0.00,7.50,90.00
5011,92530410,000000,"Fruit flavored drink, high vitamin C (Fruit Punch, Tropicana Twister Lemonade, Minute Maid Orange Drink)",264.00,2.64,drink box (8.45 fl oz),0.00,0.00,17.61,13.20,0.00,0.00,7.92,95.04
5012,92530510,000000,"Cranberry juice cocktail or drink, high vitamin C",253.00,2.53,cup,0.00,0.25,34.20,30.03,0.00,0.02,7.59,5.06
5013,92530610,000000,"Fruit juice drink, with high vitamin C (Hi-C, Hawaiian Punch, Tropicana Twister, Ocean Spray Juice Cocktail, Minute Maid)  ",247.00,2.47,cup,0.32,0.27,28.03,26.40,0.25,0.04,7.41,19.76
5013,92530610,000000,"Fruit juice drink, with high vitamin C (Hi-C, Hawaiian Punch, Tropicana Twister, Ocean Spray Juice Cocktail, Minute Maid)  ",209.00,2.09,juice box or pouch (6.75 fl oz),0.27,0.23,23.72,22.34,0.21,0.04,6.27,16.72
5014,92530950,000000,"Vegetable and fruit juice drink, with high vitamin C (V8 Splash)",243.00,2.43,cup (8 fl oz),0.10,0.02,18.15,5.10,0.00,0.00,7.29,51.03
5014,92530950,000000,"Vegetable and fruit juice drink, with high vitamin C (V8 Splash)",205.00,2.05,juice box or pouch (6.75 fl oz),0.08,0.02,15.31,4.30,0.00,0.00,6.15,43.05
5015,92531030,000000,"Fruit juice drink, with thiamin and vitamin C, (Sunny Delight)",250.00,2.50,cup (8 fl oz),0.33,0.00,32.90,30.27,0.25,0.00,7.50,152.50
5016,92541010,000000,"Fruit flavored drink, from powdered mix (Kool-Aid, Lemonade from mix)",250.00,2.50,cup,0.00,0.23,22.50,22.32,0.00,0.04,10.00,40.00
5017,92542000,000000,"Fruit flavored drink, from powdered mix, with vitamin C (Tang)",240.00,2.40,cup,0.00,0.00,30.48,28.44,0.24,0.00,124.79,14.40
5018,92550030,000000,"Fruit juice drink, low calorie, with vitamin C (Minute Maid Light, Tropicana Light Lemonade) ",240.00,2.40,cup,0.24,0.00,11.28,11.04,0.24,0.00,24.00,12.00
5019,92550040,000000,"Fruit juice drink, low calorie (Welch's Diet, Diet Snapple)",240.00,2.40,cup,0.00,0.00,2.18,0.00,0.00,0.00,33.60,16.80
5019,92550040,000000,"Fruit juice drink, low calorie (Welch's Diet, Diet Snapple)",202.00,2.02,juice box or pouch (6.75 fl oz),0.00,0.00,1.84,0.00,0.00,0.00,28.28,14.14
5020,92550110,000000,"Cranberry juice cocktail or drink, low calorie, with vitamin C",240.00,2.40,cup,0.24,0.00,11.28,11.04,0.24,0.00,24.00,12.00
5021,92550350,000000,"Light orange juice beverage, lower calorie, with artificial sweetener (Tropicana, Minute Maid, Dole)",240.00,2.40,cup,0.50,0.00,13.01,10.01,0.00,0.00,0.00,9.60
5022,92550400,000000,"Vegetable and fruit juice drink, low calorie, with vitamin C (Diet V8 Splash)",238.00,2.38,cup,0.00,0.00,2.62,1.50,0.00,0.00,19.04,33.32
5022,92550400,000000,"Vegetable and fruit juice drink, low calorie, with vitamin C (Diet V8 Splash)",477.00,4.77,bottle (16 fl oz),0.00,0.00,5.25,3.01,0.00,0.00,38.16,66.78
5022,92550400,000000,"Vegetable and fruit juice drink, low calorie, with vitamin C (Diet V8 Splash)",201.00,2.01,juice box or pouch (6.75 fl oz),0.00,0.00,2.21,1.27,0.00,0.00,16.08,28.14
5023,92550405,000000,"Vegetable and fruit juice drink, low calorie, with vitamin C, E, and A (V8 V-Fusion Light)",238.00,2.38,cup (8 fl oz),0.00,0.00,2.62,1.50,0.00,0.00,19.04,33.32
5024,92550610,000000,"Fruit flavored drink, low calorie, with vitamin C (Light Lemonade)",240.00,2.40,cup,0.00,0.00,30.00,30.00,0.00,0.00,0.00,19.20
5025,92550620,000000,"Fruit flavored drink, low calorie (Light Lemonade, Crystal Light, Minute Maid Light)",240.00,2.40,cup,0.07,0.00,1.63,0.00,0.00,0.00,67.20,9.60
5026,92552000,000000,"Fruit flavored drink, from powdered mix, low calorie, with vitamin C (Sugar Free Tang)",240.00,2.40,cup,0.00,0.00,4.92,0.00,0.00,0.00,50.40,9.60
5027,92552010,000000,"Fruit flavored drink, from powdered mix, low calorie (Crystal Light, Sugar Free Kool-Aid)",240.00,2.40,cup,0.00,0.00,1.32,0.00,0.00,0.00,24.00,14.40
5028,92552020,000000,"Fruit juice drink, reduced sugar, with thiamin and  vitamin C (Sunny Delight reduced sugar)",250.00,2.50,cup (8 fl oz),0.10,0.00,2.25,0.08,0.00,0.00,27.50,12.50
5029,92552030,000000,"Fruit juice drink, reduced sugar, with vitamin E (Capri Sun)",248.00,2.48,cup (8 fl oz),0.00,0.17,24.80,22.32,0.00,0.02,12.40,4.96
5029,92552030,000000,"Fruit juice drink, reduced sugar, with vitamin E (Capri Sun)",209.00,2.09,juice box or pouch (6.75 fl oz),0.00,0.15,20.90,18.81,0.00,0.02,10.45,4.18
5030,92553000,000000,"Fruit-flavored thirst quencher beverage, low calorie (Sports Drink reduced sugar)",240.00,2.40,cup,0.00,0.00,7.20,0.00,0.00,0.00,0.00,84.00
5031,92560000,000000,Fruit-flavored thirst quencher beverage (Sports Drink),240.00,2.40,cup,0.00,0.02,16.10,12.98,0.00,0.00,2.40,86.40
5032,92560100,000000,Gatorade Thirst Quencher sports drink,244.00,2.44,cup,0.00,0.00,15.69,12.79,0.00,0.00,2.44,95.16
5032,92560100,000000,Gatorade Thirst Quencher sports drink,609.00,6.09,bottle (20 fl oz),0.00,0.00,39.16,31.91,0.00,0.00,6.09,237.51
5033,92560200,000000,Powerade sports drink,244.00,2.44,cup,0.00,0.12,19.13,14.91,0.00,0.02,2.44,53.68
5033,92560200,000000,Powerade sports drink,365.00,3.65,bottle (12 fl oz),0.00,0.18,28.61,22.30,0.00,0.03,3.65,80.30
5034,92570100,000000,"Fluid replacement, electrolyte solution (Pedialyte)",250.00,2.50,cup,0.00,0.00,6.13,6.13,0.00,0.00,25.00,252.50
5035,92582100,000000,"Fruit juice drink, with high vitamin C, plus added calcium",240.00,2.40,cup,0.00,0.00,30.00,30.00,0.00,0.00,0.00,19.20
5036,92582110,000000,"Fruit juice drink, with thiamin (vitamin B1) and high vitamin C plus calcium (Sunny Delight Plus Calcium)",252.00,2.52,cup (8 fl oz),0.00,0.00,33.26,20.21,0.25,0.00,252.00,136.08
5037,92582120,000000,"Fruit flavored drink, reduced sugar, with high vitamin C, plus added calcium",250.00,2.50,cup,0.00,0.00,20.05,19.72,0.00,0.00,115.00,25.00
5037,92582120,000000,"Fruit flavored drink, reduced sugar, with high vitamin C, plus added calcium",264.00,2.64,drink box (8.45 fl oz),0.00,0.00,21.17,20.83,0.00,0.00,121.44,26.40
5040,92650000,000000,Red Bull Energy Drink,249.00,2.49,can (8.3 fl oz),0.62,0.20,27.24,25.05,0.00,0.00,32.37,209.16
5041,92650005,000000,"Red Bull Energy Drink, sugar-free",240.00,2.40,cup (8 fl oz),0.60,0.19,1.68,0.00,0.00,0.00,31.20,201.59
5041,92650005,000000,"Red Bull Energy Drink, sugar-free",249.00,2.49,can (8.3 fl oz),0.62,0.20,1.74,0.00,0.00,0.00,32.37,209.16
5042,92650100,000000,Full Throttle Energy Drink,480.00,4.80,can or bottle (16 fl oz),1.20,0.38,57.98,57.98,0.00,0.00,62.40,168.00
5043,92650200,000000,Monster Energy Drink,480.00,4.80,can or bottle (16 fl oz),0.00,0.00,54.00,54.00,0.00,0.00,14.40,359.99
5043,92650200,000000,Monster Energy Drink,249.00,2.49,can (8.3 fl oz),0.00,0.00,28.01,28.01,0.00,0.00,7.47,186.75
5044,92650205,000000,Mountain Dew AMP Energy Drink,240.00,2.40,cup (8 fl oz),0.60,0.19,28.99,28.99,0.00,0.00,31.20,64.80
5044,92650205,000000,Mountain Dew AMP Energy Drink,480.00,4.80,can (16 fl oz),1.20,0.38,57.98,57.98,0.00,0.00,62.40,129.60
5045,92650210,000000,"Mountain Dew AMP Energy Drink, sugar-free",240.00,2.40,cup (8 fl oz),0.00,0.00,2.47,0.00,0.00,0.00,0.00,74.40
5045,92650210,000000,"Mountain Dew AMP Energy Drink, sugar-free",480.00,4.80,can (16 fl oz),0.00,0.00,4.94,0.00,0.00,0.00,0.00,148.80
5046,92650700,000000,Rockstar Energy Drink,240.00,2.40,cup (8 fl oz),0.00,0.00,30.48,30.48,0.00,0.00,31.20,40.80
5046,92650700,000000,Rockstar Energy Drink,480.00,4.80,can (16 fl oz),0.00,0.00,60.96,60.96,0.00,0.00,62.40,81.60
5046,92650700,000000,Rockstar Energy Drink,240.00,2.40,can (8 fl oz),0.00,0.00,30.48,30.48,0.00,0.00,31.20,40.80
5046,92650700,000000,Rockstar Energy Drink,720.00,7.20,can (24 fl oz),0.00,0.00,91.44,91.44,0.00,0.00,93.60,122.40
5047,92650705,000000,"Rockstar Energy Drink, sugar-free",240.00,2.40,cup (8 fl oz),0.60,0.19,1.68,0.00,0.00,0.00,31.20,124.79
5047,92650705,000000,"Rockstar Energy Drink, sugar-free",480.00,4.80,can (16 fl oz),1.20,0.38,3.36,0.00,0.00,0.00,62.40,249.59
5047,92650705,000000,"Rockstar Energy Drink, sugar-free",240.00,2.40,can (8 fl oz),0.60,0.19,1.68,0.00,0.00,0.00,31.20,124.79
5047,92650705,000000,"Rockstar Energy Drink, sugar-free",720.00,7.20,can (24 fl oz),1.80,0.58,5.04,0.00,0.00,0.00,93.60,374.40
5048,92650800,000000,Vault Energy Drink,240.00,2.40,cup (8 fl oz),0.00,0.00,31.17,31.17,0.00,0.00,4.80,28.80
5048,92650800,000000,Vault Energy Drink,360.00,3.60,can (12 fl oz),0.00,0.00,46.76,46.76,0.00,0.00,7.20,43.20
5049,92650805,000000,Vault Zero Energy drink,240.00,2.40,cup (8 fl oz),0.60,0.19,1.68,0.00,0.00,0.00,4.80,33.60
5049,92650805,000000,Vault Zero Energy drink,360.00,3.60,can (12 fl oz),0.90,0.29,2.52,0.00,0.00,0.00,7.20,50.40
5050,92801000,000000,"Wine, nonalcoholic",145.00,1.45,standard wine glass (5 fl oz),0.72,0.00,1.59,1.59,0.00,0.00,13.05,10.15
5051,92802000,000000,"Wine, light, nonalcoholic",157.00,1.57,standard wine glass (5 fl oz),0.79,0.00,1.73,1.73,0.00,0.00,14.13,10.99
5052,92803000,000000,Nonalcoholic malt beverage,360.00,3.60,can or bottle (12 fl oz),0.76,0.43,28.98,28.98,0.00,0.09,25.20,46.80
5053,92804000,000000,Shirley Temple,135.00,1.35,cocktail,0.19,0.04,24.35,19.39,0.41,0.00,10.80,13.50
5054,93101000,000000,Beer,360.00,3.60,can or bottle (12 fl oz),1.66,0.00,12.78,0.00,0.00,0.00,14.40,14.40
5055,93102000,000000,"Beer, lite",360.00,3.60,can or bottle (12 fl oz),0.86,0.00,5.90,0.32,0.00,0.00,14.40,14.40
5056,93201000,000000,Cordial or liqueur,20.00,0.20,cordial glass,0.01,0.06,8.84,8.80,0.00,0.01,0.00,1.20
5057,93301020,000000,Bacardi cocktail,63.00,0.63,cocktail,0.04,0.05,6.18,5.37,0.06,0.00,2.52,6.93
5058,93301030,000000,Bloody Mary,148.00,1.48,cocktail,0.75,0.09,4.91,3.63,0.44,0.01,10.36,250.12
5059,93301040,000000,Daiquiri,61.00,0.61,cocktail,0.04,0.04,4.21,3.37,0.06,0.00,1.83,3.05
5060,93301050,000000,Gimlet,71.00,0.71,cocktail,0.04,0.04,1.04,0.21,0.07,0.00,2.13,2.84
5061,93301060,000000,Gin and Tonic,225.00,2.25,cocktail,0.05,0.05,15.77,14.96,0.00,0.00,4.50,22.50
5062,93301080,000000,High ball,160.00,1.60,cocktail,0.00,0.00,0.05,0.00,0.00,0.00,6.40,25.60
5063,93301085,000000,Kamikaze,89.00,0.89,cocktail,0.09,0.16,15.37,13.66,0.09,0.03,3.56,7.12
5064,93301090,000000,Manhattan,57.00,0.57,cocktail,0.03,0.00,2.07,1.15,0.00,0.00,1.14,1.71
5065,93301100,000000,Margarita,77.00,0.77,cocktail,0.05,0.08,10.66,9.81,0.08,0.01,2.31,294.14
5066,93301110,000000,Martini,71.00,0.71,cocktail,0.01,0.00,0.40,0.11,0.00,0.00,1.42,1.42
5067,93301120,000000,Mint julep,65.00,0.65,cocktail,0.00,0.00,4.21,4.15,0.00,0.00,0.00,0.65
